15,15,651.138,665.433,684.862,667.1443333333
3,3,623.286,710.455,728.11,687.2836666667
10,10,763.497,731.259,688.039,727.5983333333
8,8,805.022,684.155,700.001,729.726
4,4,753.914,700.834,739.167,731.305
1,1,1028.491,1007.441,1062.587,1032.8396666667
2,2,1170.409,989.448,981.133,1046.9966666667
6,6,1115.714,1143.096,988.631,1082.4803333333
13,13,1174.688,1104.286,1304.732,1194.5686666667
14,14,1076.783,1126.659,1383.441,1195.6276666667
5,5,1351.206,1312.816,1184.391,1282.8043333333
11,11,1593.205,1401.368,1363.656,1452.743
12,12,1435.838,1877.696,1831.123,1714.8856666667
0,0,1813.736,1719.655,1976.016,1836.469
16,16,1806.414,2472.868,1729.638,2002.9733333333
9,9,2838.973,1929.273,1906.806,2225.0173333333
7,7,2504.088,2384.942,2573.697,2487.5756666667
